"IDPUBLICACION","IDTIPOPUBLICACION","IDFUENTE","NO_AUTORES","AÑO_PUBLICACION","TITULO","NOMBRE_LIBRO-REVISTA","EDITOR_LIBRO","VOL_REVISTA","NUM_REVISTA","EDITORIAL/INSTITUCION","FECHA_PUBLICACION","LUGAR_PUBLICACION","PAG_ARTICULO","PAG_PUBLICACION","suma"
351.00,1.00,2.00,1.00,"1995","Morphological variation bertween Pleistocene and Recent samples of Cryptotis (Insectivora; Soricidae) from the Yucatan Peninsula, Mexico","Journal of Mammalogy","ND",76.00,"1","ND","ND","ND","223-231","ND",1.00
352.00,2.00,2.00,1.00,"1993","Ensayo de interpretación","Anatomía de un conjunto residencial teotihuacano en Oztoyahualco. I. Las excavaciones","Manzanilla, Linda",1.00,"ND","Instituto de Investigaciones Antropólogicas, Universidad Nacional Autónoma de México","ND","ND","548-566","583",1.00
353.00,1.00,2.00,1.00,"1995","Pliocene-Pleistocene biogeographic history of prairie dogs, genus Cynomus (Sciuridae)","Journal of Mammalogy","ND",76.00,"1","ND","ND","ND","100-122","ND",1.00
354.00,4.00,1.00,1.00,"1975","Bibliografía y catálogo sistemático de la mastofauna fósil de México, con notas sobre la avifauna fósil","ND","ND",0.00,"ND","Universidad Nacional Autónoma de México","ND","ND","ND","201",1.00
355.00,3.00,2.00,2.00,"1994","Paleontología de Aguascalientes: bibliografía comentada","Colección Fuentes","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","ND","ND","ND","36",1.00
356.00,6.00,1.00,1.00,"1975","Man-animal relationships in pre-columbian central Mexico","ND","ND",0.00,"ND","ND","ND","ND","ND","419",1.00
357.00,2.00,2.00,1.00,"1986","Restos biológicos de la costa del Pacífico","Arqueología y Etnohistoria del Estado de Guerrero","Cervantes-Delgado, Roberto (compilador)",0.00,"ND","Instituto Nacional de Antropología e Historia. Gobierno del Estado de Guerrero","1986","ND","267-275","595",1.00
358.00,2.00,2.00,1.00,"1995","Use of Sonoran rangelands: lessons from the Pleistocene","Late Quaternary environments and deep history: A tribute to Paul S. Martin","Steadman, David W. y Mead, Jim I.",3.00,"ND","The Mammoth Site of Hot Springs, South Dakota, Inc. Scientific Papers","ND","ND","50-60","I-V+186",1.00
359.00,9.00,1.00,1.00,"1967","Z-6","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1967","ND","ND","1",1.00
360.00,9.00,1.00,1.00,"1968","Z-8","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","3",1.00
361.00,9.00,1.00,1.00,"1967","Z-5","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1967","ND","ND","1",1.00
362.00,9.00,1.00,1.00,"1968","Z-9","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1968","ND","ND","1",1.00
363.00,3.00,2.00,1.00,"1957","Man and mammoth in Mexico","ND","ND",0.00,"ND","Hutchinson of London","ND","ND","ND","191",1.00
364.00,6.00,2.00,1.00,"1985","Revision of North American fossil species of the genus Equus (Mammalia: Perissodactyla: Equidae)","ND","ND",0.00,"ND","The University of Texas at Austin","ND","ND","ND","264",1.00
365.00,3.00,2.00,2.00,"1980","Pleistocene mammals of North America","ND","ND",0.00,"ND","Columbia University Press","ND","ND","ND","442",1.00
366.00,9.00,1.00,1.00,"1970","Z-230: Identificación de los restos óseos procedentes de las excavaciones del Sistema de Transporte Colectivo ""Metro""","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","21",1.00
367.00,9.00,1.00,1.00,"1971","Z-234: Informe preliminar acerca de la identificación del material óseo proveniente de Roca Azul, Jocotepec, Estado de Jalisco","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","6",1.00
368.00,9.00,1.00,1.00,"1972","Z-237","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1972","ND","ND","1",1.00
369.00,9.00,1.00,1.00,"1972","Z-240","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1972","ND","ND","1",1.00
370.00,9.00,1.00,1.00,"1972","Z-241: Informe sobre los restos óseos y de moluscos procedentes de la primera temporada de excavaciones en La Angostura, Chiapas","ND","ND",0.00,"ND","ND","1972","ND","ND","3",1.00
371.00,9.00,1.00,1.00,"1973","Z-243","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1973","ND","ND","1",1.00
372.00,1.00,1.00,2.00,"1981","Systematics of Antrozous dubiaquercus (Chiroptera: Vespertilionidae), with comments on the status of Bauerus Van Gelder","Annals of the Carnegie Museum","ND",50.00,"ND","ND","ND","ND","371-383","ND",1.00
374.00,9.00,1.00,1.00,"1969","Z-65","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
375.00,9.00,1.00,1.00,"1970","Z-169","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
376.00,9.00,1.00,1.00,"1970","Z-204","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
377.00,9.00,1.00,1.00,"1970","Z-209","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
378.00,9.00,1.00,1.00,"1970","Z-210","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
379.00,9.00,1.00,1.00,"1970","Z-212","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
380.00,9.00,1.00,1.00,"1971","Z-219","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
381.00,9.00,1.00,1.00,"1969","Z-102","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
382.00,9.00,1.00,1.00,"1969","Z-107","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
383.00,9.00,1.00,1.00,"1969","Z-108","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
386.00,9.00,1.00,1.00,"1969","Z-100","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
387.00,9.00,1.00,1.00,"1971","Z-215","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
388.00,9.00,1.00,1.00,"1979","Z-321","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","1",1.00
389.00,9.00,1.00,1.00,"1979","Z-325","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","1",1.00
390.00,9.00,1.00,1.00,"1979","Z-326","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","1",1.00
391.00,9.00,1.00,1.00,"1979","Z-329","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","1",1.00
392.00,9.00,1.00,1.00,"1979","Z-330","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","1",1.00
393.00,9.00,1.00,1.00,"1979","Z-331","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","1",1.00
394.00,9.00,1.00,2.00,"1978","Z-312","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1978","ND","ND","1",1.00
395.00,9.00,1.00,1.00,"1979","Z-332","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1979","ND","ND","6",1.00
396.00,9.00,1.00,1.00,"1969","Z-110","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
398.00,9.00,1.00,1.00,"1969","Z-113","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
399.00,9.00,1.00,1.00,"1969","Z-115","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
400.00,9.00,1.00,1.00,"1969","Z-153","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
401.00,9.00,1.00,1.00,"1969","Z-154","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
402.00,9.00,1.00,1.00,"1970","Z-157","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
403.00,9.00,1.00,1.00,"1970","Z-165","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
404.00,9.00,1.00,1.00,"1970","Z-168: Resultados del estudio del material procedente de La Villlita, Guerrero-Michoacán","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
405.00,9.00,1.00,1.00,"1970","Z-170","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
406.00,9.00,1.00,1.00,"1970","Z-172","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
407.00,9.00,1.00,1.00,"1970","Z-177","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
408.00,9.00,1.00,1.00,"9999","Z-2","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
409.00,9.00,1.00,2.00,"9999","Z-1","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
410.00,9.00,1.00,1.00,"1969","Z-95","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
411.00,9.00,1.00,1.00,"1970","Z-181","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
412.00,9.00,1.00,1.00,"1970","Z-182","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
413.00,9.00,1.00,1.00,"1970","Z-183","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
414.00,9.00,1.00,1.00,"1970","Z-189","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
415.00,9.00,1.00,1.00,"1970","Z-190","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
416.00,9.00,1.00,1.00,"1970","Z-191","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
417.00,8.00,1.00,1.00,"1983","Una osamenta de fauna pleistocénica de Guasave, Sin. (24-10)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropología e Historia","1983","ND","ND","ND",1.00
418.00,9.00,1.00,1.00,"1970","Z-201","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
419.00,9.00,1.00,1.00,"1970","Z-199","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1970","ND","ND","1",1.00
420.00,9.00,1.00,1.00,"1969","Z-64","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
421.00,9.00,1.00,1.00,"1969","Z-66","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","ND",1.00
422.00,9.00,1.00,1.00,"1969","Z-73","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
423.00,9.00,1.00,1.00,"1969","Z-76","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
424.00,9.00,1.00,1.00,"1969","Z-78","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
425.00,9.00,1.00,1.00,"1969","Z-80","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
426.00,9.00,1.00,1.00,"1969","Z-83","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
427.00,9.00,1.00,1.00,"1969","Z-84 y Z-86","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
428.00,9.00,1.00,1.00,"1969","Z-85","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
429.00,9.00,1.00,1.00,"1969","Z-88","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
430.00,1.00,1.00,2.00,"1987","Aprovechamiento de recursos de origen biológico en la Cuenca de México (2500 antes de Cristo-1500 despues de Cristo)","Geofísica Internacional. volumen especial sobre el cinturón volcanico mexicano- parte 3A","S. P. Verma",26.00,"ND","ND","1987","ND","15-28","ND",1.00
431.00,9.00,1.00,1.00,"1969","Z-91","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
432.00,9.00,1.00,1.00,"1969","Z-94a","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
433.00,9.00,1.00,1.00,"1969","Z-94b","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
434.00,9.00,1.00,1.00,"1969","Z-97","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
435.00,9.00,1.00,1.00,"1969","Z-25","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","ND","ND","ND","1",1.00
436.00,9.00,1.00,1.00,"1969","Z-29","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
437.00,9.00,1.00,1.00,"1969","Z-30","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
438.00,9.00,1.00,1.00,"1969","Z-31","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
440.00,9.00,1.00,1.00,"1969","Z-35","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
441.00,2.00,1.00,2.00,"1997","Mamíferos pleistocénicos de la cueva La Presita, San Luis Potosí, México","En: Homenaje al profesor Ticual Álvarez. Colección Científica","Arroyo Cabrales, Joaquín y Polaco, Óscar J.",0.00,"357","Instituto Nacional de Antropología e Historia","ND","México","279-296","391",1.00
442.00,9.00,1.00,1.00,"1969","Z-26","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
443.00,1.00,1.00,2.00,"1997","Archaeological occurrence of the meadow vole, Microtus pennsylvanicus, in Chihuahua, México","The Southwestern Naturalist","ND",42.00,"1","ND","ND","ND","101-102","ND",1.00
444.00,9.00,1.00,1.00,"1969","Z-53","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1969","ND","ND","1",1.00
445.00,9.00,1.00,1.00,"1968","Z-17","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1968","ND","ND","1",1.00
446.00,9.00,1.00,1.00,"1968","Z-16","ND","ND",0.00,"ND","Laboratorio de Paleozoología, Instituto Nacional de Antropología e Historia","1968","ND","ND","1",1.00
